arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
15:32:00,15:32:00,405284,1,1
15:32:40,15:32:40,400088,2,1
15:34:36,15:34:36,400089,3,1
15:36:16,15:36:16,400091,4,1
15:38:25,15:38:25,400092,5,1
15:39:42,15:39:42,400093,6,1
15:41:00,15:41:00,400094,7,1
15:42:20,15:42:20,400095,8,1
15:43:19,15:43:19,400096,9,1
15:44:18,15:44:18,400097,10,1
15:45:47,15:45:47,400098,11,1
15:47:10,15:47:10,400099,12,1
15:50:04,15:50:04,404964,13,1
15:51:02,15:51:02,400102,14,1
15:52:04,15:52:04,400103,15,1
15:53:59,15:53:59,400105,16,1
15:55:00,15:55:00,400107,17,1
15:56:18,15:56:18,400108,18,1
15:57:59,15:57:59,400109,19,1
15:59:33,15:59:33,400110,20,1
16:01:16,16:01:16,400111,21,1
16:04:16,16:04:16,404081,22,1
16:06:20,16:06:20,404168,23,1
16:07:36,16:07:36,400115,24,1
16:09:18,16:09:18,400116,25,1
16:10:50,16:10:50,400117,26,1
16:13:08,16:13:08,400118,27,1
16:15:20,16:15:20,400119,28,1
16:18:40,16:18:40,400120,29,1
16:20:00,16:20:00,400121,30,1
16:21:26,16:21:26,400122,31,1
16:23:01,16:23:01,400123,32,1
16:26:00,16:26:00,400124,33,1
16:28:13,16:28:13,400125,34,1
16:30:48,16:30:48,400126,35,1
16:32:43,16:32:43,400127,36,1
16:34:02,16:34:02,400128,37,1
16:35:39,16:35:39,400512,38,1
16:39:05,16:39:05,403266,39,1
16:41:26,16:41:26,400514,40,1
16:43:50,16:43:50,400515,41,1
16:46:14,16:46:14,400516,42,1
16:47:52,16:47:52,405179,43,1
16:50:00,16:50:00,400518,44,1
16:51:18,16:51:18,400322,45,1
16:52:53,16:52:53,400323,46,1
16:54:35,16:54:35,400324,47,1
16:55:39,16:55:39,400325,48,1
16:57:15,16:57:15,404211,49,1
16:58:19,16:58:19,400327,50,1
17:00:00,17:00:00,400329,51,1
17:01:32,17:01:32,400330,52,1
17:03:02,17:03:02,400331,53,1
17:04:43,17:04:43,402857,54,1
17:05:47,17:05:47,400333,55,1
17:06:51,17:06:51,400334,56,1
17:07:58,17:07:58,400335,57,1
17:08:54,17:08:54,400336,58,1
17:10:10,17:10:10,400337,59,1
17:11:00,17:11:00,404010,60,1
