arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
18:18:00,18:18:00,903341,1,1
18:21:42,18:21:42,404008,2,1
18:22:39,18:22:39,402764,3,1
18:23:58,18:23:58,405186,4,1
18:24:48,18:24:48,402766,5,1
18:25:51,18:25:51,402767,6,1
18:27:44,18:27:44,402769,7,1
18:29:23,18:29:23,405069,8,1
18:30:48,18:30:48,402772,9,1
18:31:54,18:31:54,402773,10,1
18:32:48,18:32:48,402774,11,1
18:34:21,18:34:21,405070,12,1
18:36:00,18:36:00,404949,13,1
18:37:49,18:37:49,402638,14,1
18:39:00,18:39:00,402639,15,1
18:40:48,18:40:48,402641,16,1
18:42:12,18:42:12,402642,17,1
18:43:09,18:43:09,402643,18,1
18:44:47,18:44:47,402644,19,1
18:45:53,18:45:53,402645,20,1
18:47:28,18:47:28,402646,21,1
18:48:29,18:48:29,402647,22,3
18:50:03,18:50:03,405078,23,3
18:52:12,18:52:12,401458,24,3
18:53:09,18:53:09,401459,25,4
18:55:00,18:55:00,402653,26,4
18:56:18,18:56:18,402723,27,4
18:57:54,18:57:54,405416,28,4
18:58:38,18:58:38,402657,29,4
19:00:34,19:00:34,402658,30,4
19:02:27,19:02:27,402659,31,3
19:04:35,19:04:35,402660,32,3
19:05:38,19:05:38,402661,33,3
19:06:47,19:06:47,402662,34,3
19:08:00,19:08:00,404255,35,2
19:11:18,19:11:18,403416,36,1
19:14:55,19:14:55,403417,37,1
19:17:00,19:17:00,402816,38,1
19:20:00,19:20:00,403418,39,1
19:23:50,19:23:50,403419,40,1
19:26:35,19:26:35,402826,41,1
19:29:24,19:29:24,403421,42,1
19:31:00,19:31:00,403422,43,1
19:34:00,19:34:00,404171,44,1
19:37:26,19:37:26,403424,45,1
19:41:00,19:41:00,403425,46,1
19:43:14,19:43:14,403821,47,1
19:47:00,19:47:00,402854,48,1
19:51:17,19:51:17,404106,49,1
19:54:00,19:54:00,903148,50,1
