arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
23:30:00,23:30:00,400808,1,1
23:30:50,23:30:50,400809,2,1
23:31:31,23:31:31,400810,3,1
23:32:13,23:32:13,400811,4,1
23:32:43,23:32:43,400812,5,1
23:33:56,23:33:56,404918,6,1
23:34:57,23:34:57,400814,7,1
23:35:34,23:35:34,400815,8,1
23:36:14,23:36:14,400816,9,1
23:37:00,23:37:00,400655,10,1
23:37:50,23:37:50,400656,11,1
23:38:43,23:38:43,400657,12,1
23:39:20,23:39:20,400658,13,1
23:40:15,23:40:15,400659,14,1
23:40:38,23:40:38,403483,15,1
23:41:47,23:41:47,400661,16,1
23:42:23,23:42:23,400662,17,1
23:42:59,23:42:59,400663,18,1
23:44:00,23:44:00,404011,19,1
23:44:16,23:44:16,404012,20,1
23:45:46,23:45:46,404822,21,1
23:46:34,23:46:34,404259,22,1
23:47:09,23:47:09,405580,23,1
23:47:42,23:47:42,400834,24,1
23:48:03,23:48:03,400835,25,1
23:48:24,23:48:24,400836,26,1
23:49:05,23:49:05,400837,27,1
23:49:25,23:49:25,400838,28,1
23:49:47,23:49:47,404130,29,1
23:50:32,23:50:32,400840,30,1
23:51:00,23:51:00,400841,31,1
23:51:42,23:51:42,404131,32,1
23:52:20,23:52:20,400843,33,1
23:52:59,23:52:59,404855,34,1
23:53:37,23:53:37,400846,35,1
23:54:04,23:54:04,400847,36,1
23:54:33,23:54:33,400848,37,1
23:55:00,23:55:00,400849,38,1
23:56:28,23:56:28,400851,39,1
23:57:20,23:57:20,400852,40,1
23:58:35,23:58:35,400853,41,1
23:59:23,23:59:23,400854,42,1
24:00:27,24:00:27,403169,43,1
24:01:08,24:01:08,400856,44,1
24:02:11,24:02:11,403171,45,1
24:02:55,24:02:55,400858,46,1
24:04:05,24:04:05,400860,47,1
24:05:00,24:05:00,400861,48,1
24:05:17,24:05:17,403781,49,1
24:06:14,24:06:14,403047,50,1
24:07:13,24:07:13,402446,51,1
24:07:38,24:07:38,403266,52,1
24:08:05,24:08:05,400131,53,1
24:08:26,24:08:26,450123,54,1
24:09:07,24:09:07,400133,55,1
24:09:28,24:09:28,404180,56,1
24:10:00,24:10:00,400135,57,1
24:12:31,24:12:31,400322,58,1
24:15:01,24:15:01,400323,59,1
24:17:43,24:17:43,400324,60,1
24:22:00,24:22:00,803082,61,1
