arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
9:09:00,9:09:00,402054,1,3
9:11:10,9:11:10,404099,2,3
9:12:30,9:12:30,402142,3,5
9:14:54,9:14:54,402143,4,5
9:16:28,9:16:28,402144,5,5
9:17:37,9:17:37,402145,6,5
9:19:53,9:19:53,404833,7,4
9:21:18,9:21:18,405231,8,4
9:24:00,9:24:00,402152,9,3
9:25:31,9:25:31,402153,10,3
9:26:51,9:26:51,402154,11,3
9:28:12,9:28:12,402155,12,3
9:29:36,9:29:36,403547,13,3
9:30:43,9:30:43,402157,14,2
9:31:41,9:31:41,404926,15,1
9:33:00,9:33:00,404085,16,1
