arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
22:50:00,22:50:00,902208,1,1
22:53:00,22:53:00,101069,2,1
22:54:05,22:54:05,101071,3,1
22:55:00,22:55:00,101072,4,1
22:56:41,22:56:41,101074,5,1
22:58:28,22:58:28,102839,6,1
23:01:17,23:01:17,403766,7,1
23:03:08,23:03:08,403676,8,1
23:04:00,23:04:00,402502,9,1
23:04:58,23:04:58,402503,10,1
23:06:02,23:06:02,402504,11,1
23:07:00,23:07:00,402505,12,1
23:07:40,23:07:40,402506,13,1
23:09:20,23:09:20,402507,14,1
23:10:40,23:10:40,402508,15,1
23:12:00,23:12:00,402509,16,1
23:12:29,23:12:29,402510,17,1
23:14:00,23:14:00,403604,18,1
23:14:47,23:14:47,403763,19,1
23:15:25,23:15:25,403677,20,1
23:16:00,23:16:00,403829,21,1
