arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
12:26:00,12:26:00,450222,1,1
12:28:13,12:28:13,401507,2,2
12:31:00,12:31:00,404286,3,2
12:32:40,12:32:40,401575,4,2
12:34:50,12:34:50,401294,5,3
12:36:48,12:36:48,401577,6,4
12:39:57,12:39:57,404271,7,4
12:42:00,12:42:00,403556,8,4
12:43:18,12:43:18,401191,9,4
12:44:37,12:44:37,401192,10,4
12:46:02,12:46:02,401193,11,4
12:47:03,12:47:03,401194,12,2
12:48:25,12:48:25,401195,13,2
12:49:49,12:49:49,401587,14,2
12:51:02,12:51:02,401589,15,2
12:53:15,12:53:15,401591,16,2
12:55:24,12:55:24,401595,17,2
12:56:21,12:56:21,401596,18,2
12:57:31,12:57:31,403808,19,2
12:59:04,12:59:04,401599,20,1
13:00:47,13:00:47,401600,21,1
13:01:58,13:01:58,403557,22,1
13:04:00,13:04:00,903088,23,1
