arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
17:20:00,17:20:00,401732,1,1
17:20:52,17:20:52,401738,2,1
17:24:51,17:24:51,405348,3,1
17:28:55,17:28:55,405653,4,1
17:32:00,17:32:00,803182,5,1
17:36:11,17:36:11,903129,6,1
17:39:41,17:39:41,401756,7,2
17:44:27,17:44:27,401761,8,2
17:49:16,17:49:16,401765,9,2
17:52:16,17:52:16,401768,10,2
17:55:48,17:55:48,401771,11,2
17:59:26,17:59:26,405342,12,2
18:01:40,18:01:40,403525,13,2
18:04:02,18:04:02,401779,14,2
18:07:59,18:07:59,405340,15,2
18:13:48,18:13:48,803109,16,1
18:15:00,18:15:00,403849,17,1
18:18:22,18:18:22,405373,18,1
18:22:22,18:22:22,402112,19,1
18:25:59,18:25:59,403590,20,1
18:27:57,18:27:57,403754,21,1
18:31:00,18:31:00,803120,22,1
