arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
15:20:00,15:20:00,404990,1,1
15:20:41,15:20:41,403851,2,1
15:22:17,15:22:17,400917,3,1
15:23:05,15:23:05,404132,4,1
15:24:00,15:24:00,402022,5,1
15:25:36,15:25:36,402023,6,1
15:27:25,15:27:25,402024,7,1
15:28:34,15:28:34,405172,8,2
15:31:26,15:31:26,402027,9,2
15:32:54,15:32:54,402028,10,2
15:34:12,15:34:12,402029,11,2
15:36:00,15:36:00,401787,12,2
15:38:38,15:38:38,402032,13,2
15:39:43,15:39:43,402033,14,2
15:40:34,15:40:34,402034,15,2
15:42:00,15:42:00,404100,16,2
15:43:05,15:43:05,403808,17,2
15:43:36,15:43:36,401598,18,2
15:44:00,15:44:00,401599,19,1
15:45:00,15:45:00,401600,20,1
15:46:00,15:46:00,803115,21,1
