arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
22:40:00,22:40:00,903147,1,1
22:40:33,22:40:33,405155,2,1
22:41:19,22:41:19,403526,3,1
22:42:31,22:42:31,403913,4,1
22:43:36,22:43:36,402670,5,1
22:44:43,22:44:43,405061,6,1
22:46:00,22:46:00,403855,7,1
22:47:02,22:47:02,402673,8,1
22:48:18,22:48:18,402674,9,1
22:48:52,22:48:52,402634,10,1
22:49:54,22:49:54,403427,11,1
22:51:51,22:51:51,402677,12,1
22:52:40,22:52:40,402678,13,1
22:54:00,22:54:00,402679,14,1
22:54:55,22:54:55,402680,15,1
22:56:10,22:56:10,402681,16,1
22:57:02,22:57:02,402682,17,1
22:58:35,22:58:35,405488,18,1
23:00:13,23:00:13,405480,19,1
23:01:53,23:01:53,403545,20,1
23:02:59,23:02:59,450051,21,1
23:03:59,23:03:59,402687,22,1
23:05:00,23:05:00,402688,23,1
23:05:39,23:05:39,402689,24,1
23:06:55,23:06:55,403432,25,1
23:08:04,23:08:04,402691,26,1
23:08:56,23:08:56,402692,27,1
23:09:50,23:09:50,403433,28,1
23:11:06,23:11:06,402694,29,1
23:12:19,23:12:19,403434,30,1
23:13:37,23:13:37,402696,31,1
23:14:45,23:14:45,402697,32,1
23:15:34,23:15:34,403765,33,1
23:17:00,23:17:00,403777,34,1
23:19:00,23:19:00,401946,35,1
23:19:56,23:19:56,401947,36,1
23:20:48,23:20:48,401948,37,1
23:21:43,23:21:43,403436,38,1
23:23:00,23:23:00,402704,39,1
23:24:23,23:24:23,402705,40,1
23:26:04,23:26:04,405135,41,1
23:26:37,23:26:37,402003,42,1
23:27:19,23:27:19,402004,43,1
23:28:33,23:28:33,402005,44,1
23:29:06,23:29:06,402006,45,1
23:31:06,23:31:06,404341,46,1
23:32:21,23:32:21,401047,47,1
23:33:39,23:33:39,404333,48,1
23:35:00,23:35:00,404334,49,1
23:35:52,23:35:52,401051,50,1
23:36:41,23:36:41,401052,51,1
23:37:54,23:37:54,405014,52,1
23:38:49,23:38:49,401055,53,1
23:40:00,23:40:00,401056,54,1
23:40:47,23:40:47,400062,55,1
23:41:59,23:41:59,404335,56,1
23:43:13,23:43:13,400065,57,1
23:44:07,23:44:07,400066,58,1
23:45:11,23:45:11,400067,59,1
23:47:00,23:47:00,803024,60,1
