arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
14:27:00,14:27:00,403380,1,1
14:28:16,14:28:16,401624,2,1
14:30:19,14:30:19,401625,3,2
14:32:14,14:32:14,401626,4,3
14:35:03,14:35:03,403443,5,3
14:36:56,14:36:56,402039,6,3
14:39:07,14:39:07,401633,7,3
14:40:41,14:40:41,401182,8,3
14:42:20,14:42:20,401183,9,3
14:43:27,14:43:27,404029,10,3
14:45:45,14:45:45,403870,11,3
14:47:29,14:47:29,403871,12,3
14:49:00,14:49:00,403906,13,3
14:50:33,14:50:33,403893,14,3
14:51:41,14:51:41,403894,15,3
14:53:50,14:53:50,403895,16,3
14:55:32,14:55:32,403896,17,3
14:57:23,14:57:23,403897,18,3
14:59:00,14:59:00,405265,19,3
14:59:57,14:59:57,405152,20,3
15:01:23,15:01:23,405157,21,3
15:02:00,15:02:00,903237,22,3
